一汽奥迪 奥迪Q5 2018款 40 TFSI 2.0T 自动 四驱 典藏版 技术型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2017款 40 TFSI 2.0T 自动 四驱 PLUS 进取型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2017款 40 TFSI 2.0T 自动 四驱 进取型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2017款 40 TFSI 2.0T 自动 四驱 技术型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2017款 40 TFSI 2.0T 自动 四驱 PLUS 技术型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2017款 40 TFSI 2.0T 自动 四驱 舒适型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2017款 40 TFSI 2.0T 自动 四驱 PLUS 舒适型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2017款 40 TFSI 2.0T 自动 四驱 动感型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2017款 40 TFSI 2.0T 自动 四驱 PLUS 动感型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2017款 40 TFSI 2.0T 自动 四驱 PLUS 豪华型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2017款 40 TFSI 2.0T 自动 四驱 豪华型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2016款 40 TFSI 2.0T 自动 四驱 进取型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2016款 40 TFSI 2.0T 自动 四驱 技术型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2016款 40 TFSI 2.0T 自动 四驱 25周年特别限量版前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2016款 40 TFSI 2.0T 自动 四驱 舒适型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2016款 40 TFSI 2.0T 自动 四驱 动感型PLUS前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2016款 40 TFSI 2.0T 自动 四驱 豪华型PLUS前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2016款 40 TFSI 2.0T 自动 四驱 动感型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2016款 40 TFSI 2.0T 自动 四驱 豪华型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
奥迪(进口) 奥迪A1 2012款 1.4 TFSI 双离合 三门 URBAN前置前驱 3954*1740*1416 DCT 3门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2012款 1.4 TFSI 双离合 三门 EGO前置前驱 3954*1740*1416 DCT 3门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2012款 1.4 TFSI 双离合 三门 EGO PLUS前置前驱 3954*1740*1416 DCT 3门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2010款 1.6 TDI(77KW) 手动 三门 柴油 美规前置前驱 ** MT 3门4座1.6T欧Ⅳ
奥迪(进口) 奥迪A1 2018款 SPORTBACK 30 TFSI 1.4T 双离合 S LINE 限量典藏版前置前驱 3987*1746*1422 DCT 5门4座1.4T国V
奥迪(进口) 奥迪A1 2016款 SPORTBACK 30 TFSI 1.4T 双离合 DESIGN 风尚版前置前驱 3987*1746*1422 DCT 5门4座1.4T国V
奥迪(进口) 奥迪A1 2016款 SPORTBACK 30 TFSI 1.4T 双离合 S LINE 运动版前置前驱 3987*1746*1422 DCT 5门4座1.4T国V
奥迪(进口) 奥迪A3 2015款 LIMOUSINE 45 TFSI 2.0T 双离合 S LINE 豪华型前置前驱 4471*1796*1391 DCT 4门5座2.0T国V
奥迪(进口) 奥迪A3 2014款 LIMOUSINE 40 TFSI 1.8T 双离合 S LINE 舒适型前置前驱 4466*1796*1404 DCT 4门5座1.8T欧V
奥迪(进口) 奥迪A3 2014款 LIMOUSINE 40 TFSI 1.8T 双离合 S LINE 豪华型前置前驱 4466*1796*1404 DCT 4门5座1.8T欧V
奥迪(进口) 奥迪A3 2015款 SPORTBACK 45 TFSI 2.0T 双离合 S LINE 运动型前置前驱 4324*1785*1423 DCT 5门5座2.0T国V
奥迪(进口) 奥迪A3 2015款 SPORTBACK E-TRON 1.4 TFSI 双离合 舒适型前置前驱 4319*1785*1436 DCT 5门5座1.4T欧V
奥迪(进口) 奥迪A3 2015款 SPORTBACK E-TRON 1.4 TFSI 双离合 运动型前置前驱 4319*1785*1436 DCT 5门5座1.4T欧V
奥迪(进口) 奥迪A3 2014款 SPORTBACK 40 TFSI 1.8T 双离合 S LINE 舒适型前置前驱 4324*1785*1423 DCT 5门5座1.8T欧V
奥迪(进口) 奥迪A3 2014款 SPORTBACK 40 TFSI 1.8T 双离合 S LINE 豪华型前置前驱 4324*1785*1423 DCT 5门5座1.8T欧V
奥迪(进口) 奥迪A3 2017款 SPORTBACK E-TRON 1.4 TFSI 双离合 舒适型前置前驱 4321*1785*1473 DCT 5门5座1.4T欧V
奥迪(进口) 奥迪A3 2013款 SPORTBACK 30 TFSI 1.4T 双离合 技术型前置前驱 4292*1765*1423 DCT 5门5座1.4T欧IV
奥迪(进口) 奥迪A3 2013款 SPORTBACK 30 TFSI 1.4T 双离合 舒适型前置前驱 4292*1765*1423 DCT 5门5座1.4T欧IV
奥迪(进口) 奥迪A3 2013款 SPORTBACK 30 TFSI 1.4T 双离合 豪华型前置前驱 4292*1765*1423 DCT 5门5座1.4T欧IV
奥迪(进口) 奥迪A3 2013款 SPORTBACK 35 TFSI 1.8T 双离合 豪华型前置前驱 4292*1765*1423 DCT 5门5座1.8T欧IV
奥迪(进口) 奥迪A3 2013款 SPORTBACK 35 TFSI 1.8T 双离合 尊贵型前置前驱 4292*1765*1423 DCT 5门5座1.8T欧IV
奥迪(进口) 奥迪A3 2012款 SPORTBACK 1.4 TFSI 双离合 技术型前置前驱 4292*1765*1423 DCT 5门5座1.4T欧IV
奥迪(进口) 奥迪A3 2012款 SPORTBACK 1.4 TFSI 双离合 舒适型前置前驱 4292*1765*1423 DCT 5门5座1.4T欧IV
一汽奥迪 奥迪Q5 2015款 35 TFSI 2.0T 手动 四驱 标准型前置四驱 4629*1898*1655 MT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2015款 40 TFSI 2.0T 自动 四驱 进取型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2015款 40 TFSI 2.0T 自动 四驱 技术型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2015款 40 TFSI 2.0T 自动 四驱 舒适型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2015款 40 TFSI 2.0T 自动 四驱 动感型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2015款 40 TFSI 2.0T 自动 四驱 豪华型前置四驱 4629*1898*1655 AMT 5门5座2.0T国V
一汽奥迪 奥迪Q5 2013款 35 TFSI 2.0T 手动 四驱 标准型前置四驱 4629*1898*1655 MT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5 2013款 40 TFSI 2.0T 自动 四驱 进取型前置四驱 4629*1898*1655 AMT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5 2013款 40 TFSI 2.0T 自动 四驱 技术型前置四驱 4629*1898*1655 AMT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5 2013款 40 TFSI 2.0T 自动 四驱 舒适型前置四驱 4629*1898*1655 AMT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5 2013款 40 TFSI 2.0T 自动 四驱 动感型前置四驱 4629*1898*1655 AMT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5 2013款 40 TFSI 2.0T 自动 四驱 豪华型前置四驱 4629*1898*1655 AMT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5L 2018款 40 TFSI 2.0T 双离合 四驱 荣享进取型 国Ⅵ前置四驱 4753*1893*1659 DCT 5门5座2.0T国Ⅵ
一汽奥迪 奥迪Q5L 2018款 40 TFSI 2.0T 双离合 四驱 荣享进取型前置四驱 4753*1893*1659 DCT 5门5座2.0T国V
一汽奥迪 奥迪Q5L 2018款 40 TFSI 2.0T 双离合 四驱 荣享时尚型 国Ⅵ前置四驱 4765*1893*1659 DCT 5门5座2.0T国Ⅵ
一汽奥迪 奥迪Q5L 2018款 40 TFSI 2.0T 双离合 四驱 荣享时尚型前置四驱 4765*1893*1659 DCT 5门5座2.0T国V
一汽奥迪 奥迪Q5L 2018款 45 TFSI 2.0T 双离合 四驱 尊享时尚型 国Ⅵ前置四驱 4765*1893*1659 DCT 5门5座2.0T国Ⅵ
一汽奥迪 奥迪Q5L 2018款 45 TFSI 2.0T 双离合 四驱 尊享时尚型前置四驱 4765*1893*1659 DCT 5门5座2.0T国V
一汽奥迪 奥迪Q5L 2018款 45 TFSI 2.0T 双离合 四驱 尊享运动型 国Ⅵ前置四驱 4765*1893*1659 DCT 5门5座2.0T国Ⅵ
一汽奥迪 奥迪Q5L 2018款 45 TFSI 2.0T 双离合 四驱 尊享运动型前置四驱 4765*1893*1659 DCT 5门5座2.0T国V
一汽奥迪 奥迪Q5L 2018款 45 TFSI 2.0T 双离合 四驱 尊享风雅型前置四驱 4753*1893*1659 DCT 5门5座2.0T国V
一汽奥迪 奥迪Q5L 2018款 45 TFSI 2.0T 双离合 四驱 尊享风雅型 国Ⅵ前置四驱 4753*1893*1659 DCT 5门5座2.0T国Ⅵ
一汽奥迪 奥迪Q5L 2018款 45 TFSI 2.0T 双离合 四驱 尊享豪华运动型 国Ⅵ前置四驱 4753*1893*1659 DCT 5门5座2.0T国Ⅵ
一汽奥迪 奥迪Q5L 2018款 45 TFSI 2.0T 双离合 四驱 尊享豪华运动型前置四驱 4753*1893*1659 DCT 5门5座2.0T国V
奥迪(进口) 奥迪A1 2014款 SPORTBACK 30 TFSI 1.4T 双离合 时尚型前置前驱 3954*1746*1422 DCT 5门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2014款 SPORTBACK 30 TFSI 1.4T 双离合 技术型前置前驱 3954*1746*1422 DCT 5门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2014款 SPORTBACK 30 TFSI 1.4T 双离合 舒适型前置前驱 3954*1746*1422 DCT 5门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2014款 SPORTBACK 30 TFSI 1.4T 双离合 豪华型前置前驱 3954*1746*1422 DCT 5门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2013款 SPORTBACK 30 TFSI 1.4T 双离合 URBAN前置前驱 3954*1746*1422 DCT 5门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2013款 SPORTBACK 30 TFSI 1.4T 双离合 EGO前置前驱 3954*1746*1422 DCT 5门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2013款 SPORTBACK 30 TFSI 1.4T 双离合 EGO PLUS前置前驱 3954*1746*1422 DCT 5门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2012款 SPORTBACK 1.6 TDI(66KW) 手动 五门 柴油 美规前置前驱 ** MT 5门4座1.6T欧Ⅳ
奥迪(进口) 奥迪A1 2012款 SPORTBACK 1.6 TDI(77KW) 手动 五门 柴油 美规前置前驱 ** MT 5门4座1.6T欧Ⅳ
奥迪(进口) 奥迪A1 2012款 SPORTBACK 2.0 TDI 手动 五门 柴油 美规前置前驱 ** MT 5门4座2.0T欧Ⅳ
奥迪(进口) 奥迪A1 2012款 SPORTBACK 1.4 TFSI(103KW) 双离合 五门 美规前置前驱 ** DCT 5门4座1.4T欧Ⅳ
奥迪(进口) 奥迪A1 2012款 SPORTBACK 1.4 TFSI(136KW) 双离合 五门 美规前置前驱 ** DCT 5门4座1.4T欧Ⅳ
奥迪(进口) 奥迪A1 2011款 SPORTBACK 1.2 TFSI 手动 五门 美规前置前驱 ** MT 5门4座1.2T欧Ⅳ
奥迪(进口) 奥迪A1 2011款 SPORTBACK 1.4 TFSI(90KW) 双离合 五门 美规前置前驱 ** DCT 5门4座1.4T欧Ⅳ
奥迪(进口) 奥迪A1 2014款 30 TFSI 1.4T 双离合 三门 时尚型前置前驱 3954*1740*1416 DCT 3门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2014款 30 TFSI 1.4T 双离合 三门 技术型前置前驱 3954*1740*1416 DCT 3门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2014款 30 TFSI 1.4T 双离合 三门 舒适型前置前驱 3954*1740*1416 DCT 3门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2014款 30 TFSI 1.4T 双离合 三门 豪华型前置前驱 3954*1740*1416 DCT 3门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2013款 30 TFSI 1.4T 双离合 三门 EGO 中国限量版前置前驱 3954*1740*1416 DCT 3门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2013款 30 TFSI 1.4T 双离合 三门 EGO PLUS 中国限量版前置前驱 3954*1740*1416 DCT 3门4座1.4T国IV(国V)
奥迪(进口) 奥迪A1 2012款 1.6 TDI(66KW) 双离合 三门 柴油 美规前置前驱 ** DCT 3门4座1.6T欧Ⅳ
奥迪(进口) 奥迪A1 2012款 2.0 TDI 手动 三门 柴油 美规前置前驱 ** MT 3门4座2.0T欧Ⅳ
奥迪(进口) 奥迪A1 2012款 1.4 TFSI(90KW) 手动 三门 美规前置前驱 ** MT 3门4座1.4T欧Ⅳ
奥迪(进口) 奥迪A1 2012款 1.4 TFSI(103KW) 双离合 三门 美规前置前驱 ** DCT 3门4座1.4T欧Ⅳ
奥迪(进口) 奥迪A1 2012款 1.4 TFSI(136KW) 双离合 三门 美规前置前驱 ** DCT 3门4座1.4T欧Ⅳ
一汽奥迪 奥迪Q3 2017款 35 TFSI 2.0T 双离合 四驱 运动型前置四驱 4398*1841*1591 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2017款 35 TFSI 2.0T 双离合 四驱 风尚型前置四驱 4398*1841*1591 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2017款 40 TFSI 2.0T 双离合 四驱 运动型前置四驱 4398*1841*1591 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2017款 40 TFSI 2.0T 双离合 四驱 风尚型前置四驱 4398*1841*1591 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2016款 30 TFSI 1.4T 双离合 两驱 标准型前置前驱 4398*1841*1591 DCT 5门5座1.4T国IV(国V)
一汽奥迪 奥迪Q3 2016款 30 TFSI 1.4T 双离合 两驱 典藏版 智领型前置前驱 4385*1831*1589 DCT 5门5座1.4T国IV(国V)
一汽奥迪 奥迪Q3 2016款 30 TFSI 1.4T 双离合 两驱 时尚型前置前驱 4398*1841*1591 DCT 5门5座1.4T国IV(国V)
一汽奥迪 奥迪Q3 2016款 35 TFSI 2.0T 双离合 两驱 典藏版 智领型前置前驱 4385*1831*1589 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2016款 30 TFSI 1.4T 双离合 两驱 典藏版 舒享型前置前驱 4385*1831*1589 DCT 5门5座1.4T国IV(国V)
一汽奥迪 奥迪Q3 2016款 35 TFSI 2.0T 双离合 两驱 时尚型前置前驱 4398*1841*1591 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2016款 30 TFSI 1.4T 双离合 两驱 风尚型前置前驱 4398*1841*1591 DCT 5门5座1.4T国IV(国V)
一汽奥迪 奥迪Q3 2016款 35 TFSI 2.0T 双离合 两驱 典藏版 舒享型前置前驱 4385*1831*1589 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2016款 35 TFSI 2.0T 双离合 两驱 风尚型前置前驱 4398*1841*1591 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2016款 35 TFSI 2.0T 双离合 四驱 典藏版 进享型前置四驱 4385*1831*1589 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2016款 35 TFSI 2.0T 双离合 四驱 25周年特别限量版前置四驱 4398*1841*1591 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2016款 35 TFSI 2.0T 双离合 四驱 风尚型前置四驱 4398*1841*1591 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2016款 40 TFSI 2.0T 双离合 四驱 风尚型前置四驱 4398*1841*1591 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2016款 40 TFSI 2.0T 双离合 四驱 运动型前置四驱 4398*1841*1591 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2019款 35 TFSI 1.4T 双离合 两驱 进取致雅型前置前驱 4481*1848*1584 DCT 5门5座1.4T国Ⅵ
一汽奥迪 奥迪Q3 2019款 35 TFSI 1.4T 双离合 两驱 进取动感型前置前驱 4495*1848*1616 DCT 5门5座1.4T国Ⅵ
一汽奥迪 奥迪Q3 2019款 35 TFSI 1.4T 双离合 两驱 时尚动感型前置前驱 4495*1848*1616 DCT 5门5座1.4T国Ⅵ
一汽奥迪 奥迪Q3 2019款 35 TFSI 1.4T 双离合 两驱 时尚致雅型前置前驱 4481*1848*1584 DCT 5门5座1.4T国Ⅵ
一汽奥迪 奥迪Q3 2019款 40 TFSI 2.0T 双离合 两驱 时尚致雅型前置前驱 4481*1848*1584 DCT 5门5座2.0T国Ⅵ
一汽奥迪 奥迪Q3 2019款 40 TFSI 2.0T 双离合 两驱 时尚动感型前置前驱 4495*1848*1616 DCT 5门5座2.0T国Ⅵ
一汽奥迪 奥迪Q3 2019款 40 TFSI 2.0T 双离合 四驱 时尚动感型前置四驱 4495*1848*1616 DCT 5门5座2.0T国Ⅵ
一汽奥迪 奥迪Q3 2019款 45 TFSI 2.0T 双离合 四驱 豪华动感型前置四驱 4495*1848*1616 DCT 5门5座2.0T国Ⅵ
一汽奥迪 奥迪Q5 2012款 2.0 TFSI 自动 四驱 进取型前置四驱 4629*1880*1653 AMT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5 2012款 2.0 TFSI 自动 四驱 技术型前置四驱 4629*1880*1653 AMT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5 2012款 2.0 TFSI 自动 四驱 舒适型前置四驱 4629*1880*1653 AMT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5 2012款 2.0 TFSI 双离合 四驱 动感型前置四驱 4643*1892*1653 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5 2012款 2.0 TFSI 自动 四驱 豪华型前置四驱 4651*1911*1653 AMT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5 2011款 2.0 TFSI 自动 四驱 进取型前置四驱 4629*1880*1653 AMT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5 2011款 2.0 TFSI 自动 四驱 技术型前置四驱 4629*1880*1653 AMT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5 2011款 2.0 TFSI 自动 四驱 舒适型前置四驱 4629*1880*1653 AMT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5 2011款 2.0 TFSI 双离合 四驱 动感型前置四驱 4629*1880*1653 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q5 2011款 2.0 TFSI 自动 四驱 豪华型前置四驱 4651*1911*1653 AMT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2014款 40 TFSI 2.0T 双离合 四驱 豪华型前置四驱 4385*1831*1589 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2013款 35 TFSI 2.0T 双离合 两驱 进取型前置前驱 4385*1831*1608 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2013款 35 TFSI 2.0T 双离合 两驱 舒适型前置前驱 4385*1831*1608 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2013款 35 TFSI 2.0T 双离合 四驱 技术型前置四驱 4385*1831*1608 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2013款 35 TFSI 2.0T 双离合 四驱 舒适型前置四驱 4385*1831*1608 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2013款 35 TFSI 2.0T 双离合 四驱 豪华型前置四驱 4385*1831*1608 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2013款 40 TFSI 2.0T 双离合 四驱 豪华型前置四驱 4385*1831*1608 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2019款 35 TFSI 2.0T 双离合 两驱 时尚型典藏版前置前驱 4398*1841*1591 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2019款 35 TFSI 2.0T 双离合 两驱 运动型典藏版前置前驱 4398*1841*1591 DCT 5门5座2.0T国IV(国V)
一汽奥迪 奥迪Q3 2018款 30 TFSI 1.4T 双离合 两驱 30周年纪念版  标准型前置前驱 4398*1841*1591 DCT 5门5座1.4T国IV(国V)
一汽奥迪 奥迪Q3 2018款 30 TFSI 1.4T 双离合 两驱 时尚型典藏版前置前驱 4398*1841*1591 DCT 5门5座1.4T国IV(国V)
一汽奥迪 奥迪Q3 2018款 30 TFSI 1.4T 双离合 两驱 30周年纪念版  时尚型前置前驱 4398*1841*1591 DCT 5门5座1.4T国IV(国V)
奥迪(进口) 奥迪Q5 2010款 2.0 TFSI 双离合 四驱 运动版前置四驱 4629*1880*1653 DCT 5门5座2.0T欧IV
奥迪(进口) 奥迪Q5 2010款 3.2 FSI 自动 四驱 美规前置四驱 ** AMT 5门5座3.2L欧Ⅳ
奥迪(进口) 奥迪Q5 2010款 2.0 TFSI 双离合 四驱 越野版前置四驱 4629*1880*1653 DCT 5门5座2.0T欧IV
奥迪(进口) 奥迪Q5 2010款 3.2 FSI 双离合 四驱 运动版前置四驱 4629*1880*1653 DCT 5门5座3.2L欧IV
奥迪(进口) 奥迪Q5 2010款 3.2 FSI 双离合 四驱 越野版前置四驱 4629*1880*1653 DCT 5门5座3.2L欧IV
奥迪(进口) 奥迪Q5 2014款 2.0 TFSI 自动 四驱 美规前置四驱 ** AMT 5门5座2.0T欧Ⅴ
奥迪(进口) 奥迪Q5 2013款 45 TFSI 3.0T 自动 四驱 运动型前置四驱 4629*1898*1655 AMT 5门5座3.0T欧IV
奥迪(进口) 奥迪Q5 2013款 HYBRID 40 TFSI 2.0T 自动 四驱前置四驱 4629*1898*1625 AMT 5门5座2.0T欧IV
奥迪(进口) 奥迪Q5 2013款 45 TFSI 3.0T 自动 四驱 越野型前置四驱 4629*1898*1655 AMT 5门5座3.0T欧IV
奥迪(进口) 奥迪Q7 2007款 3.6 FSI 自动 四驱 基本型前置四驱 5086*1983*1737 AMT 5门5座3.6L欧IV
奥迪(进口) 奥迪Q7 2007款 3.6 FSI 自动 四驱 技术型前置四驱 5086*1983*1737 AMT 5门5座3.6L欧IV
奥迪(进口) 奥迪Q7 2007款 3.6 FSI 自动 四驱 舒适型前置四驱 5086*1983*1737 AMT 5门5座3.6L欧IV
奥迪(进口) 奥迪Q7 2007款 3.6 FSI 自动 四驱 豪华型前置四驱 5086*1983*1737 AMT 5门5座3.6L欧IV
奥迪(进口) 奥迪Q7 2006款 4.2 FSI 自动 四驱 技术型前置四驱 5086*1983*1737 AMT 5门5座4.2L欧IV
奥迪(进口) 奥迪Q7 2006款 4.2 FSI 自动 四驱 舒适型前置四驱 5086*1983*1737 AMT 5门5座4.2L欧IV
奥迪(进口) 奥迪Q7 2006款 4.2 FSI 自动 四驱 豪华型前置四驱 5086*1983*1737 AMT 5门5座4.2L欧IV
奥迪(进口) 奥迪Q7 2015款 35 TFSI 3.0T 自动 四驱 进取型前置四驱 5089*1992*1731 AMT 5门5座3.0T国IV(国V)
奥迪(进口) 奥迪Q7 2015款 3.0 TDI 自动 四驱 柴油 柴油 卓越版前置四驱 5092*1992*1731 AMT 5门5座3.0T国IV(国V)
奥迪(进口) 奥迪Q7 2015款 35 TFSI 3.0T 自动 四驱 运动型前置四驱 5092*1992*1731 AMT 5门5座3.0T国IV(国V)
奥迪(进口) 奥迪Q7 2015款 40 TFSI 3.0T 自动 四驱 典藏型前置四驱 5107*1992*1731 AMT 5门5座3.0T国V
奥迪(进口) 奥迪Q7 2015款 40 TFSI 3.0T 自动 四驱 尊藏型前置四驱 5092*1992*1731 AMT 5门5座3.0T国V
